date;ticker;stock;close;high;low;open;price_change;volume;volume_dollars
2013-05-15;'000003;Ｂ股指数;263.262;263.401;261.436;262.269;0.912;267713;138608327.0
2013-05-14;'000003;Ｂ股指数;262.35;263.803;260.379;263.803;-1.564;390816;201678438.0
2013-05-13;'000003;Ｂ股指数;263.914;265.211;262.805;264.745;-1.059;367762;187052287.0
2013-05-10;'000003;Ｂ股指数;264.973;265.375;262.811;263.72700000000003;0.916;561017;270953739.0
2013-05-09;'000003;Ｂ股指数;264.057;264.423;261.596;264.184;-0.562;354639;178512353.0
2013-05-08;'000003;Ｂ股指数;264.619;265.384;263.78;263.78;0.422;475125;235250553.0
2013-05-07;'000003;Ｂ股指数;264.197;264.258;262.61;263.814;0.195;429887;208334672.0
2013-05-06;'000003;Ｂ股指数;264.002;264.29200000000003;261.305;261.337;3.433;564708;286754312.0
2013-05-03;'000003;Ｂ股指数;260.569;261.132;253.248;253.248;7.515;515853;287035339.0
2013-05-02;'000003;Ｂ股指数;253.054;254.49099999999999;251.287;254.205;-2.448;455183;244577558.0
2013-04-26;'000003;Ｂ股指数;255.502;262.0;255.127;261.277;-6.48;473674;306036331.0
2013-04-25;'000003;Ｂ股指数;261.982;263.657;260.675;262.324;-0.338;590767;277753058.0
2013-04-24;'000003;Ｂ股指数;262.32;262.767;258.35400000000004;258.35400000000004;3.683;451899;204496917.0
2013-04-23;'000003;Ｂ股指数;258.637;264.257;258.19599999999997;264.111;-5.029;501926;248700624.0
2013-04-22;'000003;Ｂ股指数;263.666;263.94;262.53;263.103;-0.056;433228;214950476.0
2013-04-19;'000003;Ｂ股指数;263.722;263.839;257.026;257.325;6.929;616712;330257452.0
2013-04-18;'000003;Ｂ股指数;256.793;257.404;255.429;256.265;0.047;273025;147183041.0
2013-04-17;'000003;Ｂ股指数;256.746;256.843;254.769;255.377;1.693;288875;180502777.0
2013-04-16;'000003;Ｂ股指数;255.053;255.278;250.128;251.437;1.987;378427;222656529.0
2013-04-15;'000003;Ｂ股指数;253.06599999999997;259.973;252.822;259.973;-7.668;577419;306975142.0
2013-04-12;'000003;Ｂ股指数;260.73400000000004;261.952;260.32099999999997;260.783;-0.192;278289;156191467.0
2013-04-11;'000003;Ｂ股指数;260.926;262.345;260.384;260.786;-0.13;224437;138706389.0
2013-04-10;'000003;Ｂ股指数;261.056;263.531;260.445;262.867;-1.926;315950;177853017.0
2013-04-09;'000003;Ｂ股指数;262.982;264.189;260.666;260.666;2.188;369623;211096561.0
2013-04-08;'000003;Ｂ股指数;260.79400000000004;261.14;258.603;261.061;-3.321;376681;209178334.0
2013-04-03;'000003;Ｂ股指数;264.115;266.031;263.47900000000004;265.177;-1.448;421488;233038515.0
2013-04-02;'000003;Ｂ股指数;265.563;267.194;264.75;264.778;0.742;299367;165573510.0
2013-04-01;'000003;Ｂ股指数;264.82099999999997;265.619;263.878;264.25;1.026;209100;98752910.0
2013-03-29;'000003;Ｂ股指数;263.795;266.263;263.199;264.783;-1.236;283886;157467810.0
2013-03-28;'000003;Ｂ股指数;265.031;268.075;264.374;268.075;-3.826;465570;246179769.0
2013-03-27;'000003;Ｂ股指数;268.857;270.283;267.405;268.573;0.316;318069;202726859.0
2013-03-26;'000003;Ｂ股指数;268.541;272.368;266.24;270.76599999999996;-1.12;622108;503938447.0
2013-03-25;'000003;Ｂ股指数;269.661;270.127;268.42400000000004;269.52;0.095;311255;180825074.0
2013-03-22;'000003;Ｂ股指数;269.566;269.658;268.346;268.69599999999997;0.523;329370;190357719.0
2013-03-21;'000003;Ｂ股指数;269.043;270.092;268.231;268.495;0.53;532657;277454714.0
2013-03-20;'000003;Ｂ股指数;268.513;268.582;262.618;262.618;5.871;572780;300969868.0
2013-03-19;'000003;Ｂ股指数;262.642;262.84;259.276;259.55400000000003;2.023;396630;199943669.0
2013-03-18;'000003;Ｂ股指数;260.619;263.14;259.962;263.063;-3.109;386939;191976110.0
2013-03-15;'000003;Ｂ股指数;263.728;267.034;261.76099999999997;263.306;0.854;616986;321847064.0
2013-03-14;'000003;Ｂ股指数;262.874;264.093;260.563;260.563;1.279;397007;204277746.0
2013-03-13;'000003;Ｂ股指数;261.595;264.721;259.677;264.721;-3.808;485594;250025066.0
2013-03-12;'000003;Ｂ股指数;265.403;272.714;262.003;270.531;-5.339;796248;410246158.0
2013-03-11;'000003;Ｂ股指数;270.742;272.438;270.202;271.67400000000004;-1.182;420678;229567075.0
2013-03-08;'000003;Ｂ股指数;271.92400000000004;275.748;271.151;274.464;-2.673;556020;310411500.0
2013-03-07;'000003;Ｂ股指数;274.597;276.769;273.115;274.871;-0.638;703160;387226240.0
2013-03-06;'000003;Ｂ股指数;275.235;276.444;272.79900000000004;272.79900000000004;2.726;960295;494139251.0
2013-03-05;'000003;Ｂ股指数;272.509;272.98;268.601;268.601;3.499;646996;316127142.0
2013-03-04;'000003;Ｂ股指数;269.01;275.37;266.781;275.37;-9.422;942774;506538929.0
2013-03-01;'000003;Ｂ股指数;278.432;278.625;275.514;277.601;0.808;836051;419902992.0
2013-02-28;'000003;Ｂ股指数;277.624;278.07;272.9;272.9;5.065;872867;484836922.0
2013-02-27;'000003;Ｂ股指数;272.559;273.472;270.155;270.155;2.379;588884;340901752.0
2013-02-26;'000003;Ｂ股指数;270.18;273.259;269.715;272.122;-2.224;891584;468049377.0
2013-02-25;'000003;Ｂ股指数;272.404;272.742;268.507;268.507;3.971;605932;318154163.0
2013-02-22;'000003;Ｂ股指数;268.433;270.269;265.475;268.961;-1.17;853995;423243608.0
2013-02-21;'000003;Ｂ股指数;269.603;274.718;266.889;274.718;-4.93;1109958;591088292.0
2013-02-20;'000003;Ｂ股指数;274.533;274.876;270.033;270.613;3.785;719994;397822942.0
2013-02-19;'000003;Ｂ股指数;270.748;284.437;270.18;284.357;-14.049;1691751;886138816.0
2013-02-18;'000003;Ｂ股指数;284.797;288.091;284.572;287.70599999999996;-1.608;709543;440166415.0
2013-02-08;'000003;Ｂ股指数;286.405;287.207;283.982;284.36;2.008;1082112;624659390.0
2013-02-07;'000003;Ｂ股指数;284.397;284.513;279.884;281.02;3.502;1190207;617134082.0
2013-02-06;'000003;Ｂ股指数;280.895;281.783;279.223;279.223;2.471;953689;507256886.0
2013-02-05;'000003;Ｂ股指数;278.42400000000004;278.635;274.998;276.94;0.362;742966;414050168.0
2013-02-04;'000003;Ｂ股指数;278.062;280.673;277.164;279.407;-1.034;894829;541290122.0
2013-02-01;'000003;Ｂ股指数;279.096;279.14099999999996;276.568;277.122;1.323;928028;499819769.0
2013-01-31;'000003;Ｂ股指数;277.77299999999997;278.113;274.91700000000003;276.74;0.954;832270;463129678.0
2013-01-30;'000003;Ｂ股指数;276.819;277.798;274.033;277.13599999999997;-0.206;654413;368821879.0
2013-01-29;'000003;Ｂ股指数;277.025;277.214;275.47;275.77;2.244;902296;481258536.0
2013-01-28;'000003;Ｂ股指数;274.781;274.827;267.34;267.34;7.399;937688;492817753.0
2013-01-25;'000003;Ｂ股指数;267.382;272.22900000000004;266.348;269.718;-2.582;838480;448007788.0
2013-01-24;'000003;Ｂ股指数;269.964;279.541;268.12;277.103;-6.764;1454966;787742033.0
2013-01-23;'000003;Ｂ股指数;276.728;278.041;272.748;273.12;2.782;1331840;699764012.0
2013-01-22;'000003;Ｂ股指数;273.94599999999997;277.341;271.02099999999996;274.51099999999997;0.645;1675015;894433373.0
2013-01-21;'000003;Ｂ股指数;273.301;273.375;266.749;266.749;8.054;1259236;675224754.0
2013-01-18;'000003;Ｂ股指数;265.247;265.453;262.212;262.212;3.08;665928;367734633.0
2013-01-17;'000003;Ｂ股指数;262.16700000000003;264.373;261.222;263.205;-1.283;637829;350370288.0
2013-01-16;'000003;Ｂ股指数;263.45;264.982;260.562;264.138;-0.872;744893;372281842.0
2013-01-15;'000003;Ｂ股指数;264.322;265.579;262.92;263.552;1.314;806239;412349887.0
2013-01-14;'000003;Ｂ股指数;263.008;263.138;253.025;253.15;8.988;945903;485031917.0
2013-01-11;'000003;Ｂ股指数;254.02;262.505;253.301;260.682;-6.247;772488;422960405.0
2013-01-10;'000003;Ｂ股指数;260.267;262.64;258.79400000000004;259.015;0.793;782182;401048141.0
2013-01-09;'000003;Ｂ股指数;259.474;263.574;256.893;262.594;-3.179;1130682;577963533.0
2013-01-08;'000003;Ｂ股指数;262.653;266.288;257.345;257.345;6.698;1796225;903581271.0
2013-01-07;'000003;Ｂ股指数;255.955;256.08299999999997;246.997;247.488;8.459;1287863;640647482.0
2013-01-04;'000003;Ｂ股指数;247.49599999999998;248.363;245.78799999999998;246.676;2.581;1015897;548601636.0
2012-12-31;'000003;Ｂ股指数;244.915;245.245;243.726;243.747;0.719;751428;347324222.0
2012-12-28;'000003;Ｂ股指数;244.196;244.252;240.12900000000002;240.174;4.231;925502;435722678.0
2012-12-27;'000003;Ｂ股指数;239.965;241.042;238.81099999999998;239.798;0.729;782961;347381318.0
2012-12-26;'000003;Ｂ股指数;239.236;239.236;235.12900000000002;235.352;4.329;865881;399060533.0
2012-12-25;'000003;Ｂ股指数;234.907;235.231;230.82;231.50799999999998;3.203;644881;275111682.0
2012-12-24;'000003;Ｂ股指数;231.704;232.09900000000002;230.077;230.96599999999998;0.633;284690;140536205.0
2012-12-21;'000003;Ｂ股指数;231.071;232.86599999999999;230.59099999999998;230.78;0.258;414137;195721369.0
2012-12-20;'000003;Ｂ股指数;230.813;230.83;229.226;230.40400000000002;0.375;285735;119113340.0
2012-12-19;'000003;Ｂ股指数;230.438;230.736;229.266;230.106;0.284;273371;127331983.0
2012-12-18;'000003;Ｂ股指数;230.15400000000002;231.179;228.61599999999999;229.146;0.716;523253;210297526.0
2012-12-17;'000003;Ｂ股指数;229.438;231.33;228.187;228.456;1.035;440333;222285597.0
2012-12-14;'000003;Ｂ股指数;228.403;228.507;222.792;222.90599999999998;5.26;676190;295519916.0
2012-12-13;'000003;Ｂ股指数;223.143;224.225;222.74599999999998;223.285;-0.236;305082;128901608.0
2012-12-12;'000003;Ｂ股指数;223.37900000000002;224.00400000000002;222.375;223.36599999999999;-0.003;190901;92424762.0
2012-12-11;'000003;Ｂ股指数;223.382;224.267;222.993;224.207;-0.858;232605;114509517.0
2012-12-10;'000003;Ｂ股指数;224.24;224.40599999999998;222.732;222.808;1.395;323700;156918158.0
2012-12-07;'000003;Ｂ股指数;222.845;222.96599999999998;220.173;220.69;2.38;341801;159583299.0
2012-12-06;'000003;Ｂ股指数;220.465;221.565;219.65599999999998;220.93599999999998;-0.46;170678;90117651.0
2012-12-05;'000003;Ｂ股指数;220.925;222.25099999999998;215.108;215.562;5.181;459106;244169876.0
2012-12-04;'000003;Ｂ股指数;215.74400000000003;215.976;212.968;214.47799999999998;1.19;194254;98633209.0
2012-12-03;'000003;Ｂ股指数;214.554;217.372;214.28;216.13099999999997;-2.712;143392;93878958.0
2012-11-30;'000003;Ｂ股指数;217.266;217.49;211.65099999999998;211.847;5.166;274430;178074563.0
2012-11-29;'000003;Ｂ股指数;212.1;213.74200000000002;211.81;213.146;-0.886;153376;68030757.0
2012-11-28;'000003;Ｂ股指数;212.986;215.107;212.80900000000003;215.102;-2.003;166744;84834132.0
2012-11-27;'000003;Ｂ股指数;214.989;217.66;214.895;217.639;-2.783;153970;62775225.0
2012-11-26;'000003;Ｂ股指数;217.77200000000002;218.71900000000002;217.38;218.42;-0.673;101226;46793653.0
2012-11-23;'000003;Ｂ股指数;218.445;219.58700000000002;218.146;218.56400000000002;0.074;117093;54956908.0
2012-11-22;'000003;Ｂ股指数;218.37099999999998;219.38400000000001;218.13;219.38400000000001;-1.108;60764;28585981.0
2012-11-21;'000003;Ｂ股指数;219.479;219.65400000000002;217.005;217.62099999999998;1.816;132626;59202215.0
2012-11-20;'000003;Ｂ股指数;217.66299999999998;218.44299999999998;217.46200000000002;217.63099999999997;0.132;134190;55186362.0
2012-11-19;'000003;Ｂ股指数;217.53099999999998;217.683;215.803;216.558;0.948;119317;54080783.0
2012-11-16;'000003;Ｂ股指数;216.583;217.12599999999998;214.669;214.669;-1.668;142793;74963725.0
2012-11-15;'000003;Ｂ股指数;218.25099999999998;219.729;217.93599999999998;219.081;-1.281;108265;49206991.0
2012-11-14;'000003;Ｂ股指数;219.532;219.58599999999998;218.243;219.25;0.369;135848;68948644.0
2012-11-13;'000003;Ｂ股指数;219.16299999999998;221.592;219.05;221.49099999999999;-2.314;222634;91706676.0
2012-11-12;'000003;Ｂ股指数;221.477;222.1;220.89;221.37900000000002;0.024;125605;56333358.0
2012-11-09;'000003;Ｂ股指数;221.453;221.87900000000002;220.69299999999998;220.76;0.377;145079;71554972.0
2012-11-08;'000003;Ｂ股指数;221.076;222.50099999999998;220.851;221.926;-1.4;197607;93586602.0
2012-11-07;'000003;Ｂ股指数;222.476;223.146;222.229;222.78599999999997;-0.58;137783;65397114.0
2012-11-06;'000003;Ｂ股指数;223.05599999999998;223.864;221.50099999999998;223.862;-0.775;247825;108568584.0
2012-11-05;'000003;Ｂ股指数;223.831;224.135;223.145;224.002;-0.084;187432;92650888.0
2012-11-02;'000003;Ｂ股指数;223.915;224.02599999999998;223.00400000000002;223.85;0.207;211191;97424468.0
2012-11-01;'000003;Ｂ股指数;223.708;223.796;220.077;220.077;3.171;348479;174538437.0
2012-10-31;'000003;Ｂ股指数;220.537;220.687;219.358;219.428;1.111;166452;82242492.0
2012-10-30;'000003;Ｂ股指数;219.426;220.57299999999998;218.90900000000002;219.013;0.052;150594;65440724.0
2012-10-29;'000003;Ｂ股指数;219.37400000000002;220.07299999999998;218.542;218.775;-0.246;201242;90161664.0
2012-10-26;'000003;Ｂ股指数;219.62;222.299;218.66;221.274;-2.69;290855;119809449.0
2012-10-25;'000003;Ｂ股指数;222.31;223.785;221.87900000000002;222.203;0.058;259669;105717000.0
2012-10-24;'000003;Ｂ股指数;222.252;222.793;221.523;222.183;-0.151;171534;66287356.0
2012-10-23;'000003;Ｂ股指数;222.403;223.657;222.227;223.22299999999998;-1.01;177721;69018541.0
2012-10-22;'000003;Ｂ股指数;223.41299999999998;223.487;221.333;222.015;1.259;165813;79008311.0
2012-10-19;'000003;Ｂ股指数;222.15400000000002;222.885;221.833;222.457;-0.385;199637;86221936.0
2012-10-18;'000003;Ｂ股指数;222.53900000000002;222.812;220.666;220.666;1.8;300658;133013775.0
2012-10-17;'000003;Ｂ股指数;220.739;221.149;219.542;220.498;0.206;143605;66888660.0
2012-10-16;'000003;Ｂ股指数;220.533;220.845;219.47400000000002;219.707;0.738;220592;98237668.0
2012-10-15;'000003;Ｂ股指数;219.795;220.982;219.015;220.982;-1.319;206976;85760837.0
2012-10-12;'000003;Ｂ股指数;221.114;221.838;219.775;220.51;0.522;177760;84927911.0
2012-10-11;'000003;Ｂ股指数;220.592;222.28099999999998;220.425;221.762;-1.337;247182;100613776.0
2012-10-10;'000003;Ｂ股指数;221.929;222.04;220.981;222.04;-0.016;286492;120377125.0
2012-10-09;'000003;Ｂ股指数;221.945;222.07299999999998;219.107;219.11;2.882;393251;173687276.0
2012-10-08;'000003;Ｂ股指数;219.063;220.35;218.513;220.015;-0.933;202871;96628400.0
2012-09-28;'000003;Ｂ股指数;219.99599999999998;220.252;216.80599999999998;217.35;2.125;249160;127357156.0
2012-09-27;'000003;Ｂ股指数;217.87099999999998;218.50099999999998;213.31;214.79;4.43;275619;141583932.0
2012-09-26;'000003;Ｂ股指数;213.44099999999997;216.84599999999998;213.21200000000002;216.609;-3.281;176627;113495423.0
2012-09-25;'000003;Ｂ股指数;216.722;217.78;216.325;217.25400000000002;-0.595;104481;51730442.0
2012-09-24;'000003;Ｂ股指数;217.317;217.69799999999998;214.61700000000002;215.803;1.141;155513;90322176.0
2012-09-21;'000003;Ｂ股指数;216.176;217.62900000000002;215.50099999999998;215.53900000000002;0.224;187827;98969226.0
2012-09-20;'000003;Ｂ股指数;215.952;219.482;215.579;219.482;-3.562;254316;122699653.0
2012-09-19;'000003;Ｂ股指数;219.514;219.583;217.75099999999998;217.81599999999997;2.026;212266;93836060.0
2012-09-18;'000003;Ｂ股指数;217.488;218.88;216.872;217.94799999999998;-1.139;209346;106865033.0
2012-09-17;'000003;Ｂ股指数;218.627;224.442;218.524;224.442;-5.635;405410;183316467.0
2012-09-14;'000003;Ｂ股指数;224.262;225.365;223.12599999999998;224.41;0.794;310688;197521849.0
2012-09-13;'000003;Ｂ股指数;223.468;225.36599999999999;223.266;224.872;-1.354;268703;129394177.0
2012-09-12;'000003;Ｂ股指数;224.822;224.955;223.051;223.355;1.279;286103;146728158.0
2012-09-11;'000003;Ｂ股指数;223.543;224.07299999999998;222.206;224.06;-1.069;270579;140730759.0
2012-09-10;'000003;Ｂ股指数;224.612;224.937;223.00400000000002;223.644;1.114;364809;185861555.0
2012-09-07;'000003;Ｂ股指数;223.498;225.013;216.696;216.696;7.357;784470;369078341.0
2012-09-06;'000003;Ｂ股指数;216.141;216.475;214.56799999999998;214.854;1.277;215366;90652359.0
2012-09-05;'000003;Ｂ股指数;214.864;215.68099999999998;214.206;215.46400000000003;-0.638;257294;115326825.0
2012-09-04;'000003;Ｂ股指数;215.502;216.89700000000002;215.18599999999998;216.31099999999998;-0.884;153840;74298589.0
2012-09-03;'000003;Ｂ股指数;216.386;216.727;213.274;213.274;1.953;208063;99086064.0
2012-08-31;'000003;Ｂ股指数;214.433;214.91299999999998;213.32;213.41400000000002;0.798;187931;88414175.0
2012-08-30;'000003;Ｂ股指数;213.635;214.87400000000002;211.938;214.213;-0.74;257088;106554292.0
2012-08-29;'000003;Ｂ股指数;214.375;216.421;214.142;215.238;-0.878;238589;110119193.0
2012-08-28;'000003;Ｂ股指数;215.253;215.535;211.63099999999997;211.68599999999998;2.734;267495;108779305.0
2012-08-27;'000003;Ｂ股指数;212.519;214.769;212.43;214.769;-3.358;240402;103330890.0
2012-08-24;'000003;Ｂ股指数;215.877;218.209;215.632;218.051;-2.542;245382;109915418.0
2012-08-23;'000003;Ｂ股指数;218.419;218.481;216.28099999999998;216.28099999999998;2.047;238145;98536379.0
2012-08-22;'000003;Ｂ股指数;216.372;217.47099999999998;215.708;217.24599999999998;-0.891;249714;97299536.0
2012-08-21;'000003;Ｂ股指数;217.263;217.68099999999998;214.815;215.111;2.044;255302;102861647.0
2012-08-20;'000003;Ｂ股指数;215.21900000000002;215.278;212.76;214.218;0.627;215889;80960239.0
2012-08-17;'000003;Ｂ股指数;214.592;214.722;212.887;214.02200000000002;0.604;192824;86256558.0
2012-08-16;'000003;Ｂ股指数;213.988;214.80599999999998;213.525;214.80599999999998;-0.854;169254;60901227.0
2012-08-15;'000003;Ｂ股指数;214.842;215.97099999999998;213.952;215.608;-0.674;341863;133019148.0
2012-08-14;'000003;Ｂ股指数;215.516;215.792;210.424;211.757;3.212;338258;140641360.0
2012-08-13;'000003;Ｂ股指数;212.304;217.94099999999997;212.16099999999997;217.94099999999997;-5.553;312730;137703326.0
2012-08-10;'000003;Ｂ股指数;217.857;219.16299999999998;217.204;217.46900000000002;-0.337;392781;147633884.0
2012-08-09;'000003;Ｂ股指数;218.19400000000002;218.304;215.173;216.315;1.521;250965;105129218.0
2012-08-08;'000003;Ｂ股指数;216.673;217.519;215.554;217.12;-0.315;247878;106649952.0
2012-08-07;'000003;Ｂ股指数;216.988;218.584;216.261;217.43;-0.571;331009;134853905.0
2012-08-06;'000003;Ｂ股指数;217.55900000000003;217.584;211.798;211.99200000000002;5.457;489055;202645456.0
2012-08-03;'000003;Ｂ股指数;212.102;212.162;205.99200000000002;206.081;6.295;422611;172394941.0
2012-08-02;'000003;Ｂ股指数;205.80700000000002;207.503;204.502;206.908;-1.782;256506;101432389.0
2012-08-01;'000003;Ｂ股指数;207.58900000000003;208.52700000000002;201.423;202.49200000000002;4.249;442924;169727414.0
2012-07-31;'000003;Ｂ股指数;203.34;204.002;195.085;202.268;-1.885;652750;232479158.0
2012-07-30;'000003;Ｂ股指数;205.225;217.245;201.30900000000003;217.215;-12.27;768535;321456280.0
2012-07-27;'000003;Ｂ股指数;217.495;219.146;216.58700000000002;218.553;-0.164;232331;122134961.0
2012-07-26;'000003;Ｂ股指数;217.65900000000002;220.125;216.085;217.76;-0.195;381664;184066489.0
2012-07-25;'000003;Ｂ股指数;217.854;228.299;217.81400000000002;228.299;-10.753;655851;312679360.0
2012-07-24;'000003;Ｂ股指数;228.607;229.614;227.05200000000002;228.085;0.057;257675;143351530.0
2012-07-23;'000003;Ｂ股指数;228.55;229.417;227.65900000000002;229.417;-1.887;216048;115218309.0
2012-07-20;'000003;Ｂ股指数;230.437;231.368;229.97;230.49900000000002;-0.784;220613;111673944.0
2012-07-19;'000003;Ｂ股指数;231.22099999999998;231.98;228.403;228.42;2.322;386470;193676918.0
2012-07-18;'000003;Ｂ股指数;228.899;228.99099999999999;226.201;228.555;0.309;303598;166292168.0
2012-07-17;'000003;Ｂ股指数;228.59;229.27599999999998;227.08;227.08;1.236;228109;143575585.0
2012-07-16;'000003;Ｂ股指数;227.354;230.63;226.803;230.317;-3.731;261587;142510771.0
2012-07-13;'000003;Ｂ股指数;231.085;231.793;229.054;231.447;-0.776;224639;256134997.0
2012-07-12;'000003;Ｂ股指数;231.861;232.64;228.74;231.68;-0.024;386240;585743189.0
2012-07-11;'000003;Ｂ股指数;231.885;232.28900000000002;229.403;229.945;1.651;226385;215278414.0
2012-07-10;'000003;Ｂ股指数;230.234;230.88400000000001;228.172;228.77;0.702;239167;249860500.0
2012-07-09;'000003;Ｂ股指数;229.532;231.245;227.597;231.245;-4.529;308345;222767108.0
2012-07-06;'000003;Ｂ股指数;234.06099999999998;234.227;230.558;232.25599999999997;1.849;310930;202590215.0
2012-07-05;'000003;Ｂ股指数;232.21200000000002;234.93900000000002;231.03400000000002;234.93900000000002;-3.369;337879;170893175.0
2012-07-04;'000003;Ｂ股指数;235.581;236.237;233.667;234.672;0.892;223258;240728743.0
2012-07-03;'000003;Ｂ股指数;234.68900000000002;236.345;234.2;236.173;-1.626;343511;186939617.0
2012-07-02;'000003;Ｂ股指数;236.315;237.86599999999999;235.83;236.695;0.68;241702;155885098.0
2012-06-29;'000003;Ｂ股指数;235.635;235.74099999999999;233.636;234.015;0.53;246161;173107279.0
2012-06-28;'000003;Ｂ股指数;235.105;238.12400000000002;233.87599999999998;237.419;-2.486;208253;225865871.0
2012-06-27;'000003;Ｂ股指数;237.59099999999998;238.74;237.225;238.14700000000002;-0.487;213627;133011116.0
2012-06-26;'000003;Ｂ股指数;238.078;238.465;235.83700000000002;237.07299999999998;-0.202;297999;194552138.0
2012-06-25;'000003;Ｂ股指数;238.28;240.207;236.003;240.03900000000002;-3.032;392624;450149406.0
2012-06-21;'000003;Ｂ股指数;241.312;243.34400000000002;239.644;242.695;-2.553;288024;253133509.0
2012-06-20;'000003;Ｂ股指数;243.865;244.172;242.65599999999998;243.072;0.527;233791;258471747.0
2012-06-19;'000003;Ｂ股指数;243.338;244.771;242.28599999999997;244.771;-1.979;281883;234914863.0
2012-06-18;'000003;Ｂ股指数;245.317;245.49900000000002;238.582;239.487;6.38;431733;600363908.0
2012-06-15;'000003;Ｂ股指数;238.937;239.11900000000003;235.08900000000003;235.261;3.4;274629;234844420.0
2012-06-14;'000003;Ｂ股指数;235.537;236.7;235.155;236.424;-0.896;188271;104915864.0
2012-06-13;'000003;Ｂ股指数;236.433;236.555;232.303;232.303;4.416;388524;217203739.0
2012-06-12;'000003;Ｂ股指数;232.017;232.188;230.104;231.46099999999998;1.908;195898;171431925.0
2012-06-11;'000003;Ｂ股指数;230.109;230.176;226.97;228.435;1.541;199971;108772240.0
2012-06-08;'000003;Ｂ股指数;228.56799999999998;231.018;228.019;230.22799999999998;-0.576;247390;126060377.0
2012-06-07;'000003;Ｂ股指数;229.144;231.956;228.706;229.951;-0.037;218061;110041250.0
2012-06-06;'000003;Ｂ股指数;229.18099999999998;231.468;228.481;230.112;-0.875;169426;94331959.0
2012-06-05;'000003;Ｂ股指数;230.05599999999998;231.614;229.14;229.59599999999998;-0.069;186806;97033520.0
2012-06-04;'000003;Ｂ股指数;230.125;234.577;229.669;234.577;-6.745;345314;190696870.0
2012-06-01;'000003;Ｂ股指数;236.87;238.352;235.696;236.495;-0.347;221815;124900474.0
2012-05-31;'000003;Ｂ股指数;237.217;242.63099999999997;233.25799999999998;235.582;1.142;271864;192705092.0
2012-05-30;'000003;Ｂ股指数;236.075;238.233;235.567;236.65400000000002;-1.196;342547;193998272.0
2012-05-29;'000003;Ｂ股指数;237.271;237.63299999999998;232.91;234.35;5.004;367468;201479640.0
2012-05-28;'000003;Ｂ股指数;232.267;236.71900000000002;226.96200000000002;236.715;-4.561;498870;304121906.0
2012-05-25;'000003;Ｂ股指数;236.828;239.30900000000003;236.532;239.30900000000003;-2.579;280383;145864995.0
2012-05-24;'000003;Ｂ股指数;239.407;240.622;239.015;239.80200000000002;-0.883;201798;113296292.0
2012-05-23;'000003;Ｂ股指数;240.29;241.41099999999997;238.205;241.41099999999997;-1.352;184089;108323368.0
2012-05-22;'000003;Ｂ股指数;241.642;241.78400000000002;239.123;239.123;3.081;182242;111757880.0
2012-05-21;'000003;Ｂ股指数;238.56099999999998;240.81599999999997;238.34900000000002;239.81400000000002;-1.216;264598;149932620.0
2012-05-18;'000003;Ｂ股指数;239.77700000000002;243.81799999999998;239.625;243.81799999999998;-4.946;298936;167139002.0
2012-05-17;'000003;Ｂ股指数;244.72299999999998;244.88400000000001;240.56400000000002;240.649;4.04;341688;188152064.0
2012-05-16;'000003;Ｂ股指数;240.683;245.128;240.357;244.81900000000002;-4.224;336936;209132764.0
2012-05-15;'000003;Ｂ股指数;244.907;245.52599999999998;243.511;245.52599999999998;-1.52;270663;169238640.0
2012-05-14;'000003;Ｂ股指数;246.42700000000002;247.709;246.048;246.449;0.676;337709;186159634.0
2012-05-11;'000003;Ｂ股指数;245.75099999999998;248.33599999999998;245.74599999999998;246.57299999999998;-0.812;335061;189447570.0
2012-05-10;'000003;Ｂ股指数;246.563;250.203;246.275;248.93;-2.525;362360;225030234.0
2012-05-09;'000003;Ｂ股指数;249.088;252.437;249.012;252.437;-3.886;436402;264844867.0
2012-05-08;'000003;Ｂ股指数;252.97400000000002;253.097;251.33900000000003;251.33900000000003;1.892;476204;207014926.0
2012-05-07;'000003;Ｂ股指数;251.082;251.45;249.59099999999998;251.264;-0.523;358561;213189557.0
2012-05-04;'000003;Ｂ股指数;251.605;251.636;249.38299999999998;249.68900000000002;1.72;443232;263491095.0
2012-05-03;'000003;Ｂ股指数;249.885;251.076;248.982;250.94799999999998;-0.99;362667;189911506.0
2012-05-02;'000003;Ｂ股指数;250.875;251.729;249.24400000000003;249.924;2.503;721760;369078555.0
2012-04-27;'000003;Ｂ股指数;248.372;250.47;247.78099999999998;249.972;-1.219;414662;206013798.0
2012-04-26;'000003;Ｂ股指数;249.59099999999998;250.71400000000003;248.78799999999998;250.179;-0.081;472468;217754444.0
2012-04-25;'000003;Ｂ股指数;249.672;250.085;248.203;249.0;0.76;554623;268691485.0
2012-04-24;'000003;Ｂ股指数;248.912;251.217;244.398;247.303;1.053;906275;426244658.0
2012-04-23;'000003;Ｂ股指数;247.859;250.69799999999998;243.083;243.083;5.749;1229583;592993686.0
2012-04-20;'000003;Ｂ股指数;242.11;242.12;240.042;240.56599999999997;1.356;287347;137036506.0
2012-04-19;'000003;Ｂ股指数;240.75400000000002;241.64700000000002;240.213;241.365;-0.405;247793;122919963.0
2012-04-18;'000003;Ｂ股指数;241.15900000000002;241.233;237.296;237.296;3.74;380492;207948455.0
2012-04-17;'000003;Ｂ股指数;237.419;241.23;237.00099999999998;240.206;-2.74;324662;164054606.0
2012-04-16;'000003;Ｂ股指数;240.15900000000002;241.39;239.946;241.171;-1.642;300006;145600613.0
